file,model,prompt_type,game_id,target,round,guess,feedback,violated,violation_count,redundant_signals,candidates_before,candidates_after,info_gain_bits,entropy_before,entropy_after,candidates_eliminated,reduction_rate
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,54,CARVE,2,PEACE,--YYG,False,0,1,286,9,4.9899,8.1599,3.1699,277,0.9685
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,54,CARVE,3,CARTE,GGG-G,False,0,1,9,2,2.1699,3.1699,1.0,7,0.7778
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,54,CARVE,4,CARVE,GGGGG,False,0,4,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,55,LAGER,1,THINK,-----,False,0,0,5629,1651,1.7695,12.4587,10.6891,3978,0.7067
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,55,LAGER,2,SPACE,--Y-Y,False,0,0,1651,103,4.0026,10.6891,6.6865,1548,0.9376
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,55,LAGER,3,GERDA,YYY-Y,False,0,0,103,6,4.1015,6.6865,2.585,97,0.9417
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,55,LAGER,4,ALGER,YYGGG,False,0,0,6,1,2.585,2.585,0,5,0.8333
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,55,LAGER,5,LAGER,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,56,JERKS,1,HOUSE,---YY,False,0,0,5629,463,3.6038,12.4587,8.8549,5166,0.9177
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,56,JERKS,2,SEEMS,-G--G,False,0,0,463,72,2.6849,8.8549,6.1699,391,0.8445
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,56,JERKS,3,TEARS,-G-YG,False,0,2,72,9,3.0,6.1699,3.1699,63,0.875
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,56,JERKS,4,VERBS,-GG-G,False,0,2,9,4,1.1699,3.1699,2.0,5,0.5556
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,56,JERKS,5,NERDS,-GG-G,False,0,3,4,2,1.0,2.0,1.0,2,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,56,JERKS,6,PERKS,-GGGG,False,0,3,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,57,LOTUS,1,THINK,Y----,False,0,0,5629,451,3.6417,12.4587,8.817,5178,0.9199
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,57,LOTUS,2,START,YY---,False,0,0,451,43,3.3907,8.817,5.4263,408,0.9047
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,57,LOTUS,3,POSTS,-G-YG,False,0,0,43,2,4.4263,5.4263,1.0,41,0.9535
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,57,LOTUS,4,VOTES,-GG-G,False,0,2,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,57,LOTUS,5,LOTUS,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,58,LACEY,1,THINK,-----,False,0,0,5629,1651,1.7695,12.4587,10.6891,3978,0.7067
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,58,LACEY,2,SWAMY,--Y-G,False,0,0,1651,44,5.2297,10.6891,5.4594,1607,0.9733
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,58,LACEY,3,ALLEY,YY-GG,False,0,1,44,1,5.4594,5.4594,0,43,0.9773
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,58,LACEY,4,LACEY,GGGGG,False,0,2,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,59,TUDOR,1,HOUSE,-YY--,False,0,0,5629,55,6.6773,12.4587,5.7814,5574,0.9902
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,59,TUDOR,2,GROUP,-YYY-,False,0,0,55,10,2.4594,5.7814,3.3219,45,0.8182
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,59,TUDOR,3,TUTOR,GG-GG,False,0,0,10,2,2.3219,3.3219,1.0,8,0.8
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,59,TUDOR,4,TUDOR,GGGGG,False,0,4,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,60,QUOTA,1,HOUSE,-YY--,False,0,0,5629,55,6.6773,12.4587,5.7814,5574,0.9902
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,60,QUOTA,2,UNION,Y--Y-,False,0,0,55,27,1.0265,5.7814,4.7549,28,0.5091
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,60,QUOTA,3,GROUT,--GYY,False,0,0,27,1,4.7549,4.7549,0,26,0.963
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,60,QUOTA,4,QUOTA,GGGGG,False,0,1,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,61,MOURN,1,HOUSE,-GG--,False,0,0,5629,18,8.2887,12.4587,4.1699,5611,0.9968
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,61,MOURN,2,FOUND,-GGY-,False,0,2,18,1,4.1699,4.1699,0,17,0.9444
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,61,MOURN,3,MOURN,GGGGG,False,0,2,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,62,PROMO,1,THINK,-----,False,0,0,5629,1651,1.7695,12.4587,10.6891,3978,0.7067
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,62,PROMO,2,POWER,GY--Y,False,0,0,1651,9,7.5192,10.6891,3.1699,1642,0.9945
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,62,PROMO,3,PROMS,GGGG-,False,0,1,9,1,3.1699,3.1699,0,8,0.8889
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,62,PROMO,4,PROMO,GGGGG,False,0,4,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,63,CASTE,1,HOUSE,---YG,False,0,0,5629,65,6.4363,12.4587,6.0224,5564,0.9885
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,63,CASTE,2,SEINE,Y---G,False,0,1,65,4,4.0224,6.0224,2.0,61,0.9385
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,63,CASTE,3,WASTE,-GGGG,False,0,1,4,3,0.415,2.0,1.585,1,0.25
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,63,CASTE,4,CASTE,GGGGG,False,0,4,3,1,1.585,1.585,0,2,0.6667
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,64,CAPRI,1,HOUSE,-----,False,0,0,5629,694,3.0199,12.4587,9.4388,4935,0.8767
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,64,CAPRI,2,TRAIN,-YYY-,False,0,0,694,22,4.9794,9.4388,4.4594,672,0.9683
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,64,CAPRI,3,VIRAL,-YYY-,False,0,0,22,7,1.6521,4.4594,2.8074,15,0.6818
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,64,CAPRI,4,FAIRY,-GYG-,False,0,0,7,1,2.8074,2.8074,0,6,0.8571
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,64,CAPRI,5,CAPRI,GGGGG,False,0,2,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,65,ALIAS,1,THINK,--G--,False,0,0,5629,192,4.8737,12.4587,7.585,5437,0.9659
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,65,ALIAS,2,PRIDE,--G--,False,0,1,192,40,2.263,7.585,5.3219,152,0.7917
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,65,ALIAS,3,CLIFF,-GG--,False,0,1,40,6,2.737,5.3219,2.585,34,0.85
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,65,ALIAS,4,ALIBI,GGG--,False,0,2,6,2,1.585,2.585,1.0,4,0.6667
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,65,ALIAS,5,ALIAS,GGGGG,False,0,3,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,66,PADDY,1,HOUSE,-----,False,0,0,5629,694,3.0199,12.4587,9.4388,4935,0.8767
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,66,PADDY,2,BRING,-----,False,0,0,694,76,3.1909,9.4388,6.2479,618,0.8905
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,66,PADDY,3,MAMMY,-G--G,False,0,0,76,19,2.0,6.2479,4.2479,57,0.75
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,66,PADDY,4,PATTY,GG--G,False,0,2,19,2,3.2479,4.2479,1.0,17,0.8947
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,66,PADDY,5,PAPPY,GG--G,False,0,3,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,66,PADDY,6,PADDY,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,67,BLOBS,1,HOUSE,-Y-Y-,False,0,0,5629,139,5.3397,12.4587,7.1189,5490,0.9753
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,67,BLOBS,2,OASIS,Y---G,False,0,0,139,27,2.3641,7.1189,4.7549,112,0.8058
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,67,BLOBS,3,KNOWS,--G-G,False,0,1,27,14,0.9475,4.7549,3.8074,13,0.4815
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,67,BLOBS,4,PROPS,--G-G,False,0,2,14,5,1.4854,3.8074,2.3219,9,0.6429
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,67,BLOBS,5,BLOCS,GGG-G,False,0,2,5,2,1.3219,2.3219,1.0,3,0.6
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,67,BLOBS,6,BLOGS,GGG-G,False,0,4,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,68,DILLY,1,THINK,--Y--,False,0,0,5629,465,3.5976,12.4587,8.8611,5164,0.9174
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,68,DILLY,2,ISSUE,Y----,False,0,0,465,152,1.6132,8.8611,7.2479,313,0.6731
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,68,DILLY,3,MAGIC,---Y-,False,0,0,152,23,2.7244,7.2479,4.5236,129,0.8487
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,68,DILLY,4,LILLY,-GGGG,False,0,0,23,4,2.5236,4.5236,2.0,19,0.8261
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,68,DILLY,5,BILLY,-GGGG,True,1,4,4,3,0.415,2.0,1.585,1,0.25
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,68,DILLY,6,WILLY,-GGGG,True,1,4,3,2,0.585,1.585,1.0,1,0.3333
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,69,GUTSY,1,THINK,Y----,False,0,0,5629,451,3.6417,12.4587,8.817,5178,0.9199
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,69,GUTSY,2,STEED,YY---,False,0,0,451,68,2.7295,8.817,6.0875,383,0.8492
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,69,GUTSY,3,COSTA,--YY-,False,0,0,68,2,5.0875,6.0875,1.0,66,0.9706
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,69,GUTSY,4,BURST,-G-GY,False,0,0,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,69,GUTSY,5,GUTSY,GGGGG,False,0,2,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,70,TABOR,1,THINK,G----,False,0,0,5629,136,5.3712,12.4587,7.0875,5493,0.9758
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,70,TABOR,2,TOLLS,GY---,False,0,1,136,15,3.1806,7.0875,3.9069,121,0.8897
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,70,TABOR,3,TROOP,GY-G-,False,0,1,15,5,1.585,3.9069,2.3219,10,0.6667
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,70,TABOR,4,TUDOR,G--GG,False,0,2,5,1,2.3219,2.3219,0,4,0.8
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,70,TABOR,5,TABOR,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,71,INLAY,1,THINK,--YY-,False,0,0,5629,210,4.7444,12.4587,7.7142,5419,0.9627
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,71,INLAY,2,PLAIN,-YYYY,False,0,0,210,3,6.1293,7.7142,1.585,207,0.9857
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,71,INLAY,3,INLAY,GGGGG,False,0,0,3,1,1.585,1.585,0,2,0.6667
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,72,AHHHH,1,THINK,-G---,False,0,0,5629,88,5.9992,12.4587,6.4594,5541,0.9844
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,72,AHHHH,2,WHERE,-G---,False,0,1,88,29,1.6015,6.4594,4.858,59,0.6705
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,72,AHHHH,3,CHAMP,-GY--,False,0,1,29,4,2.858,4.858,2.0,25,0.8621
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,72,AHHHH,4,SHOAL,-G-Y-,False,0,1,4,1,2.0,2.0,0,3,0.75
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,72,AHHHH,5,AHHHH,GGGGG,False,0,1,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,73,ROUEN,1,THINK,---Y-,False,0,0,5629,445,3.661,12.4587,8.7977,5184,0.9209
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,73,ROUEN,2,NEVER,Y--GY,False,0,0,445,10,5.4757,8.7977,3.3219,435,0.9775
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,73,ROUEN,3,ROSEN,GG-GG,True,1,1,10,2,2.3219,3.3219,1.0,8,0.8
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,73,ROUEN,4,ROUEN,GGGGG,True,1,4,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,74,BUENA,1,HOUSE,--Y-Y,False,0,0,5629,62,6.5045,12.4587,5.9542,5567,0.989
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,74,BUENA,2,URGED,Y--Y-,False,0,0,62,8,2.9542,5.9542,3.0,54,0.871
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,74,BUENA,3,BEAUT,GYYY-,False,0,0,8,1,3.0,3.0,0,7,0.875
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,74,BUENA,4,BUENA,GGGGG,False,0,1,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,75,MENON,1,HOUSE,-Y--Y,False,0,0,5629,106,5.7307,12.4587,6.7279,5523,0.9812
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,75,MENON,2,ENROL,YY-G-,False,0,0,106,9,3.558,6.7279,3.1699,97,0.9151
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,75,MENON,3,DEMON,-GYGG,False,0,1,9,1,3.1699,3.1699,0,8,0.8889
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,75,MENON,4,MENON,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,76,TRASK,1,THINK,G---G,False,0,0,5629,5,10.1367,12.4587,2.3219,5624,0.9991
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,76,TRASK,2,TRUCK,GG--G,False,0,2,5,1,2.3219,2.3219,0,4,0.8
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,76,TRASK,3,TRASK,GGGGG,False,0,3,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,77,CASIO,1,HOUSE,-Y-Y-,False,0,0,5629,139,5.3397,12.4587,7.1189,5490,0.9753
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,77,CASIO,2,RAMOS,-G-YY,False,0,0,139,7,4.3116,7.1189,2.8074,132,0.9496
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,77,CASIO,3,SANTO,YG--G,False,0,1,7,3,1.2224,2.8074,1.585,4,0.5714
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,77,CASIO,4,CASIO,GGGGG,False,0,2,3,1,1.585,1.585,0,2,0.6667
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,78,VOILA,1,ABOUT,Y-Y--,False,0,0,5629,227,4.6321,12.4587,7.8265,5402,0.9597
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,78,VOILA,2,LOCAL,YG-Y-,False,0,0,227,7,5.0192,7.8265,2.8074,220,0.9692
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,78,VOILA,3,FOALS,-GYG-,False,0,1,7,1,2.8074,2.8074,0,6,0.8571
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,78,VOILA,4,VOILA,GGGGG,False,0,2,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,79,AURAL,1,THINK,-----,False,0,0,5629,1651,1.7695,12.4587,10.6891,3978,0.7067
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,79,AURAL,2,DEBBY,-----,False,0,0,1651,355,2.2174,10.6891,8.4717,1296,0.785
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,79,AURAL,3,SLAPS,-YY--,False,0,0,355,37,3.2622,8.4717,5.2095,318,0.8958
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,79,AURAL,4,LAMAR,YY-GY,False,0,0,37,1,5.2095,5.2095,0,36,0.973
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,79,AURAL,5,AURAL,GGGGG,False,0,1,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,80,LEGER,1,ABOUT,-----,False,0,0,5629,875,2.6855,12.4587,9.7731,4754,0.8446
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,80,LEGER,2,DIKES,---G-,False,0,0,875,45,4.2813,9.7731,5.4919,830,0.9486
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,80,LEGER,3,LEVER,GG-GG,False,0,1,45,2,4.4919,5.4919,1.0,43,0.9556
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,80,LEGER,4,LEPER,GG-GG,False,0,4,2,1,1.0,1.0,0,1,0.5
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,80,LEGER,5,LEGER,GGGGG,False,0,4,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,81,DALLY,1,HOUSE,-----,False,0,0,5629,694,3.0199,12.4587,9.4388,4935,0.8767
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,81,DALLY,2,RAINY,-G--G,False,0,0,694,34,4.3513,9.4388,5.0875,660,0.951
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,81,DALLY,3,TALLY,-GGGG,False,0,2,34,5,2.7655,5.0875,2.3219,29,0.8529
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,81,DALLY,4,LALLY,-GGGG,False,0,4,5,4,0.3219,2.3219,2.0,1,0.2
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,81,DALLY,5,CALLY,-GGGG,False,0,4,4,3,0.415,2.0,1.585,1,0.25
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,81,DALLY,6,WALLY,-GGGG,False,0,4,3,2,0.585,1.585,1.0,1,0.3333
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,82,INIGO,1,THINK,--GY-,False,0,0,5629,32,7.4587,12.4587,5.0,5597,0.9943
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,82,INIGO,2,UNION,-GGY-,False,0,1,32,1,5.0,5.0,0,31,0.9688
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,82,INIGO,3,INIGO,GGGGG,False,0,2,1,1,0,0,0,0,0.0
model_llama_3.1_8b_instruct_chain-of-thought_20251211_203519.csv,llama-3.1-8b-instruct,chain-of-thought,83,KRILL,1,HOUSE,-----,False,0,0,5629,694,3.0199,12.4587,9.4388,4935,0.8767
