strategy,game_number,target_word,tier,won,attempts,total_reward,guess_1,feedback_1,hamming_1,levenshtein_1,guess_2,feedback_2,hamming_2,levenshtein_2,guess_3,feedback_3,hamming_3,levenshtein_3,guess_4,feedback_4,hamming_4,levenshtein_4,guess_5,feedback_5,hamming_5,levenshtein_5,guess_6,feedback_6,hamming_6,levenshtein_6,violated_green_1,violated_yellow_1,violated_gray_1,total_violations_1,violated_green_2,violated_yellow_2,violated_gray_2,total_violations_2,violated_green_3,violated_yellow_3,violated_gray_3,total_violations_3,violated_green_4,violated_yellow_4,violated_gray_4,total_violations_4,violated_green_5,violated_yellow_5,violated_gray_5,total_violations_5,violated_green_6,violated_yellow_6,violated_gray_6,total_violations_6
random,65,CAPRI,2,True,4,7.8,VEGAS,---Y-,5,5,OCHOA,-Y--Y,5,5,CARDI,GGY-G,2.0,2.0,CAPRI,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,66,ALIAS,2,True,5,6.9,HUMAN,---G-,4,4,DEGAS,---GG,3,3,PARAS,-Y-GG,3.0,3.0,ATLAS,G-YGG,2.0,2.0,ALIAS,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,67,PADDY,2,True,4,8.1,SLUMP,----Y,5,5,TAPED,-GY-Y,4,4,PANDA,GG-G-,2.0,2.0,PADDY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,68,BLOBS,3,True,6,5.6,CASTS,----G,4,4,MILOS,--YYG,4,3,LOONS,Y-G-G,3.0,3.0,BLOWS,GGG-G,1.0,1.0,BLOGS,GGG-G,1.0,1.0,BLOBS,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,69,DILLY,3,False,7,-10.0,AMISH,--Y--,5,5,VINCE,-G---,4,4,FIFTY,-G--G,3.0,3.0,BILLY,-GGGG,1.0,1.0,LILLY,-GGGG,1.0,1.0,WILLY,-GGGG,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,70,GUTSY,3,True,5,6.9,MUMMY,-G--G,3,3,BUNDY,-G--G,3,3,HUSKY,-GY-G,3.0,3.0,SURRY,YG--G,3.0,3.0,GUTSY,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,71,TABOR,3,True,5,5.6,NUTTY,--Y--,5,5,TOPPS,GY---,4,4,TELCO,G---Y,4.0,4.0,TIMOR,G--GG,2.0,2.0,TABOR,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,72,INLAY,3,True,3,9.2,AUDEN,Y---Y,5,5,NIALL,YYYY-,5,4,INLAY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,73,AHHHH,3,True,6,1.0,TRITE,-----,5,5,ADDON,G----,4,4,ALKYL,G----,4.0,4.0,ABBAS,G----,4.0,4.0,AWWWW,G----,4.0,4.0,AHHHH,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,74,ROUEN,3,False,7,-10.0,GABBY,-----,5,5,NEILL,YY---,5,5,DOESN,-GY-G,3.0,3.0,TOKEN,-G-GG,2.0,2.0,COVEN,-G-GG,2.0,2.0,WOMEN,-G-GG,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,75,BUENA,3,True,4,8.1,BIOME,G---Y,4,4,BYTES,G--Y-,4,4,BREAK,G-GY-,3.0,3.0,BUENA,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,76,MENON,3,True,5,6.0,CEDED,-G---,4,4,KENYA,-GG--,3,3,WENTZ,-GG--,3.0,3.0,GENUS,-GG--,3.0,3.0,MENON,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,77,TRASK,3,True,3,9.5,KILOS,Y---Y,5,5,SKATE,YYGY-,4,4,TRASK,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,78,CASIO,3,True,4,7.199999999999999,HIRST,-Y-Y-,5,5,SLIPS,Y-Y--,5,5,USAID,-YYG-,4.0,4.0,CASIO,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,79,VOILA,3,True,3,9.3,ANGRY,Y----,5,5,VITAL,GY-YY,4,3,VOILA,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,80,AURAL,3,True,5,6.9,SIGHS,-----,5,5,PACER,-Y--Y,5,5,RURAL,-GGGG,1.0,1.0,MURAL,-GGGG,1.0,1.0,AURAL,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,81,LEGER,3,True,4,7.3,BRUNO,-Y---,5,5,CARDS,--Y--,5,5,REVEL,YG-GY,3.0,3.0,LEGER,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,82,DALLY,3,True,6,4.4,UHURU,-----,5,5,TONAL,---YY,5,5,FAILS,-G-G-,3.0,3.0,CALLY,-GGGG,1.0,1.0,BALLY,-GGGG,1.0,1.0,DALLY,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,83,INIGO,3,True,3,9.9,RUBIO,---YG,4,4,IGLOO,GY--G,3,3,INIGO,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,84,KRILL,3,True,5,5.3,SINGS,-Y---,5,5,MAORI,---YY,5,5,TRIPE,-GG--,3.0,3.0,BRICK,-GG-Y,3.0,3.0,KRILL,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,85,SNIDE,3,True,6,3.7,BLURB,-----,5,5,SHAPE,G---G,3,3,SMOKE,G---G,3.0,3.0,STEVE,G---G,3.0,3.0,SWINE,G-GYG,2.0,2.0,SNIDE,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,86,LEWES,3,True,4,6.6,DONOR,-----,5,5,BULGE,--Y-Y,5,5,METAL,-G--Y,4.0,4.0,LEWES,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,87,TAMER,3,True,4,8.4,SWING,-----,5,5,TAHOE,GG--Y,3,3,TAREK,GGYG-,2.0,2.0,TAMER,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,88,COTTA,3,True,4,7.5,IRVIN,-----,5,5,DODDS,-G---,4,4,COMTE,GG-G-,2.0,2.0,COTTA,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,89,CORBY,3,True,4,9.2,MSNBC,---GY,4,4,CHUBB,G--G-,3,3,COLBY,GG-GG,1.0,1.0,CORBY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,90,POLIS,3,True,4,6.2,RAKED,-----,5,5,THUMB,-----,5,5,WILLY,-YG--,4.0,4.0,POLIS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,91,ROXAS,3,True,6,4.5,FIVER,----Y,5,5,MARLO,-YY-Y,5,5,ROACH,GGY--,3.0,3.0,ROWAN,GG-G-,2.0,2.0,ROJAS,GG-GG,1.0,1.0,ROXAS,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,92,RANCE,3,True,4,7.6,INDIO,-Y---,5,5,YEARN,-YYYY,5,5,EARNS,YGYY-,4.0,4.0,RANCE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,93,CARON,3,True,4,7.7,SELLS,-----,5,5,BOOBY,-Y---,5,5,AARON,-GGGG,1.0,1.0,CARON,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,94,SURYA,3,True,3,9.4,YANKS,YY--Y,5,5,ARTSY,YY-YY,5,5,SURYA,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,95,AGGIE,3,True,5,4.0,LUNAR,---Y-,5,5,BHATT,--Y--,5,5,PIZZA,-Y--Y,5.0,5.0,SADIQ,-Y-G-,4.0,4.0,AGGIE,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,96,CAUSA,3,True,5,5.1,FORKS,----Y,5,5,LUSTY,-YY--,5,4,USAIN,YYY--,5.0,4.0,SAUCE,YGGY-,3.0,3.0,CAUSA,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,97,BAMBA,3,True,5,7.2,BYTES,G----,4,4,BAZAR,GG-Y-,3,3,BANDA,GG--G,2.0,2.0,BAHIA,GG--G,2.0,2.0,BAMBA,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,98,MAYNE,3,True,4,8.6,SAGGY,-G--Y,4,4,YADAV,YG---,4,4,MAYER,GGGY-,2.0,2.0,MAYNE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,99,BOGGS,3,True,4,8.1,AKBAR,--Y--,5,5,OBEYS,YY--G,4,4,BOILS,GG--G,2.0,2.0,BOGGS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,100,FINNS,3,False,7,-10.0,DROVE,-----,5,5,JAILS,--Y-G,4,4,KINKS,-GG-G,2.0,2.0,SINUS,-GG-G,2.0,2.0,PINTS,-GG-G,2.0,2.0,MINIS,-GG-G,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,1,PHOTO,1,True,4,7.3,ALTER,--Y--,5,5,HINTS,Y--G-,4,4,MOUTH,-Y-GY,4.0,4.0,PHOTO,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,2,PARTY,1,True,4,8.9,NEARS,--YY-,5,4,MARTA,-GGG-,2,2,BARTH,-GGG-,2.0,2.0,PARTY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,3,TRICK,1,True,6,5.4,SIENA,-Y---,5,5,CHILD,Y-G--,4,4,BUICK,--GGG,2.0,2.0,PRICK,-GGGG,1.0,1.0,FRICK,-GGGG,1.0,1.0,TRICK,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,4,DIRTY,1,True,4,7.3,STAIN,-Y-Y-,5,5,TITHE,YG---,4,4,PILOT,-G--Y,4.0,4.0,DIRTY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,5,USUAL,1,True,3,9.2,SCALE,Y-YY-,5,3,PALOS,-YY-Y,5,5,USUAL,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,6,TRULY,1,True,3,9.4,ALINE,-Y---,5,5,SULLY,-Y-GG,3,3,TRULY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,7,SPENT,1,True,3,9.6,GAMES,---YY,5,5,SEINE,GY-G-,3,3,SPENT,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,8,PAUSE,1,True,3,9.4,LOIRE,----G,4,4,STAGE,Y-Y-G,4,4,PAUSE,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,9,CRAZY,1,True,6,4.2,DALES,-Y---,5,5,TRAIN,-GG--,3,3,BRAGA,-GG--,3.0,3.0,CRAMP,GGG--,2.0,2.0,CRACK,GGG--,2.0,2.0,CRAZY,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,10,BASES,1,True,6,5.7,KOREA,---GY,4,4,LANES,-G-GG,2,2,GATES,-G-GG,2.0,2.0,CAVES,-G-GG,2.0,2.0,DAMES,-G-GG,2.0,2.0,BASES,GGGGG,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,11,YOUNG,1,True,4,7.7,READS,-----,5,5,TONIC,-GY--,4,4,JOONG,-G-GG,2.0,2.0,YOUNG,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,12,MEANS,1,True,4,9.9,RAKES,-Y-YG,4,4,DEALS,-GG-G,2,2,MEATS,GGG-G,1.0,1.0,MEANS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,13,TRUTH,1,True,4,7.1,RAILS,Y----,5,5,COREY,--Y--,5,5,GRUNT,-GG-Y,3.0,3.0,TRUTH,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,14,FIRED,1,True,4,8.0,ROLES,Y--G-,4,4,EATER,---GY,4,4,BRIEF,-YYGY,4.0,4.0,FIRED,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,15,FOLKS,1,True,4,8.9,TEARS,----G,4,4,SOULS,-G-YG,3,3,LOOKS,YG-GG,2.0,2.0,FOLKS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,16,CHILE,1,True,5,6.9,TOMES,---Y-,5,5,RAINE,--G-G,3,3,BLIGE,-YG-G,3.0,3.0,WHILE,-GGGG,1.0,1.0,CHILE,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,17,BLACK,1,True,3,9.9,LEANS,Y-G--,4,4,CLARA,YGG--,3,3,BLACK,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,18,GRANT,1,True,5,7.8,RENAL,Y-YY-,5,4,DRAIN,-GG-Y,3,3,FRANK,-GGG-,2.0,2.0,BRANT,-GGGG,1.0,1.0,GRANT,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,19,MEALS,1,True,4,9.3,PIERS,--Y-G,4,4,SALES,-YYYG,4,3,DEALS,-GGGG,1.0,1.0,MEALS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,20,CREAM,1,True,4,8.5,SABER,-Y-YY,5,5,TRADE,-GY-Y,4,4,FREAK,-GGG-,2.0,2.0,CREAM,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,21,AWAKE,1,True,4,8.5,SNORE,----G,4,4,AGILE,G---G,3,3,ABATE,G-G-G,2.0,2.0,AWAKE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,22,OCCUR,1,True,4,8.2,LASER,----G,4,4,TIMOR,---YG,4,4,ODOUR,G--GG,2.0,2.0,OCCUR,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,23,YEARS,1,True,4,9.6,SATIN,YY---,5,5,REALS,YGG-G,2,2,BEARS,-GGGG,1.0,1.0,YEARS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,24,GRADE,1,True,4,9.6,REAMS,YYG--,4,4,TRACE,-GG-G,2,2,DRAKE,YGG-G,2.0,2.0,GRADE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,25,CHILL,1,True,4,7.3,SANTI,----Y,5,5,RILED,-YY--,5,4,CLIMB,GYG--,3.0,3.0,CHILL,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,26,FLOOD,1,True,4,8.1,HANES,-----,5,5,DIPLO,Y--YY,5,5,FLOYD,GGG-G,1.0,1.0,FLOOD,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,27,APPLY,1,True,5,6.1,MARES,-Y---,5,5,ALINA,GY---,4,4,AFOUL,G---Y,4.0,4.0,APTLY,GG-GG,1.0,1.0,APPLY,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,28,SMILE,1,True,3,10.1,COLES,--YYY,5,4,STALE,G--GG,2,2,SMILE,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,29,KNOCK,1,True,4,6.4,ASTER,-----,5,5,GOULD,-Y---,5,5,ONION,YG---,4.0,4.0,KNOCK,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,30,SLEEP,1,True,4,9.7,AIRES,---GY,4,4,STEEN,G-GG-,2,2,SHEEP,G-GGG,1.0,1.0,SLEEP,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,31,BRICK,1,True,3,9.7,TRANS,-G---,4,4,CRIED,YGG--,3,3,BRICK,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,32,WROTE,1,True,3,10.6,NORSE,-YY-G,4,4,TROPE,YGG-G,2,2,WROTE,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,33,RATED,1,True,3,9.7,STAIR,-YY-Y,5,5,TARTE,YGY-Y,4,3,RATED,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,34,ALERT,1,True,3,10.1,HEARS,-YYG-,4,4,ADORE,G--GY,3,3,ALERT,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,35,CAGES,2,False,7,-10.0,LANES,-G-GG,2,2,RATES,-G-GG,2,2,GASES,YG-GG,2.0,2.0,PAGES,-GGGG,1.0,1.0,WAGES,-GGGG,1.0,1.0,MAGES,-GGGG,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,36,TEDDY,2,True,4,7.6,BEANS,-G---,4,4,METRE,-GY--,4,4,DELFT,YG--Y,4.0,4.0,TEDDY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,37,COLES,2,False,7,-10.0,SIREN,Y--G-,4,4,TALES,--GGG,2,2,MOLES,-GGGG,1.0,1.0,FOLES,-GGGG,1.0,1.0,HOLES,-GGGG,1.0,1.0,POLES,-GGGG,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,38,HWANG,2,True,4,7.5,ACRES,Y----,5,5,NATAL,YY---,5,5,GHANI,YYGG-,3.0,3.0,HWANG,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,39,WRATH,2,True,4,7.199999999999999,ALIEN,Y----,5,5,TAPAS,YY---,5,5,CHART,-YGYY,4.0,4.0,WRATH,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,40,MACHO,2,True,2,11.0,LACES,-GG--,3,3,MACHO,GGGGG,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,41,LOPEZ,2,True,3,10.0,MARES,---G-,4,4,LOVED,GG-G-,2,2,LOPEZ,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,42,GOODY,2,True,3,9.2,LORNA,-G---,4,4,BODES,-GY--,4,4,GOODY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,43,BROTH,2,True,4,7.5,SARIN,--Y--,5,5,COURT,-Y-YY,5,5,TROPE,YGG--,3.0,3.0,BROTH,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,44,VERDE,2,True,4,7.8,ASTER,---YY,5,5,NOIRE,---YG,4,4,CURVE,--GYG,3.0,3.0,VERDE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,45,TAMED,2,True,5,7.4,NIELS,--Y--,5,5,BORED,---GG,3,3,DATED,-GYGG,2.0,2.0,TAPED,GG-GG,1.0,1.0,TAMED,GGGGG,0.0,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,46,LEAFS,2,True,4,9.9,DAWES,-Y-YG,4,4,REAMS,-GG-G,2,2,LEAKS,GGG-G,1.0,1.0,LEAFS,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,47,YACHT,2,True,3,9.8,HANES,YG---,4,4,LATCH,-GYYY,4,3,YACHT,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,48,MESSY,2,True,4,7.3,ARTIS,----Y,5,5,SHONE,Y---Y,5,5,MUSED,G-GY-,3.0,3.0,MESSY,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,49,RYDER,2,True,4,9.4,LASER,---GG,3,3,DINER,Y--GG,3,3,ORDER,-YGGG,2.0,2.0,RYDER,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,50,MOTIF,2,True,4,7.4,DARES,-----,5,5,CHINO,--Y-Y,5,5,MOBIL,GG-G-,2.0,2.0,MOTIF,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,51,RAVEN,2,True,3,9.8,SORTA,--Y-Y,5,5,ARDEN,YY-GG,3,3,RAVEN,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,52,REICH,2,True,3,9.7,SCARE,-Y-YY,5,5,CRIED,YYGY-,4,4,REICH,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,53,ICONS,2,True,2,11.2,CRONE,Y-GG-,3,3,ICONS,GGGGG,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,54,SILKY,2,True,3,11.2,MILES,-GG-Y,3,3,SILLY,GGG-G,1,1,SILKY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,55,CARVE,2,True,4,9.4,DEALS,-YY--,5,5,MARNE,-GG-G,2,2,CARPE,GGG-G,1.0,1.0,CARVE,GGGGG,0.0,0.0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,56,LAGER,2,True,3,9.8,TEARS,-YYY-,5,5,CARED,-GYG-,3,3,LAGER,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,57,JERKS,2,True,3,10.0,CAKES,--YYG,4,4,KREBS,YYY-G,4,4,JERKS,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,58,LOTUS,2,True,2,10.0,RANCE,-----,5,5,LOTUS,GGGGG,0,0,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
css,59,LACEY,2,True,3,9.3,NOISE,----Y,5,5,RELAY,-YYYG,4,4,LACEY,GGGGG,0.0,0.0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
